step,loss,validation_loss
0,11.891722679138184,
0,12.493903160095215,
0,12.328376770019531,
0,11.612783432006836,
1,11.057671546936035,
1,12.3226957321167,
1,13.01068115234375,
1,12.003645896911621,
2,11.68550968170166,
2,12.555530548095703,
2,11.613794326782227,
2,11.713728904724121,
3,11.34029483795166,
3,11.286291122436523,
3,12.414114952087402,
3,12.119804382324219,
4,13.502564430236816,
4,13.451725959777832,
4,13.081527709960938,
4,13.096029281616211,
5,13.50528621673584,
5,11.936877250671387,
5,12.347504615783691,
5,11.966375350952148,
6,13.06677532196045,
6,12.26041030883789,
6,13.59990119934082,
6,12.866368293762207,
7,12.944870948791504,
7,10.010087013244629,
7,12.43515396118164,
7,11.982089042663574,
8,11.63358211517334,
8,11.159549713134766,
8,11.963916778564453,
8,21.878219604492188,
9,11.196134567260742,
9,23.818147659301758,
9,12.23259449005127,
9,12.76407241821289,
10,16.558629989624023,
10,13.102705955505371,
10,12.837376594543457,
10,12.338027954101562,
11,12.5525484085083,
11,11.858271598815918,
11,12.167531967163086,
11,12.984963417053223,
12,11.486930847167969,
12,11.202117919921875,
12,12.903717994689941,
12,9.973968505859375,
13,12.264412879943848,
13,11.90746021270752,
13,9.593538284301758,
13,11.608491897583008,
14,12.721090316772461,
14,13.055169105529785,
14,11.786567687988281,
14,12.247347831726074,
15,13.22337818145752,
15,12.64332389831543,
15,14.03355884552002,
15,11.87663745880127,
16,13.653555870056152,
16,11.735018730163574,
16,15.44664192199707,
16,12.567492485046387,
17,12.029030799865723,
17,12.635581970214844,
17,12.442374229431152,
17,12.583728790283203,
18,10.831602096557617,
18,12.871965408325195,
18,11.9357328414917,
18,11.995205879211426,
19,12.484554290771484,
19,12.604151725769043,
19,12.479721069335938,
19,17.343599319458008,
20,11.822667121887207,
20,12.326987266540527,
20,11.396597862243652,
20,12.098332405090332,
21,12.689173698425293,
21,13.61246109008789,
21,11.990174293518066,
21,12.346696853637695,
22,13.545905113220215,
22,11.971122741699219,
22,11.654256820678711,
22,9.599593162536621,
23,10.437666893005371,
23,11.606727600097656,
23,12.537982940673828,
23,13.42319393157959,
24,12.569992065429688,
24,12.328681945800781,
24,12.310659408569336,
24,11.657063484191895,
25,10.111074447631836,
25,13.285414695739746,
25,11.435470581054688,
25,14.060691833496094,
26,12.56947135925293,
26,11.44717025756836,
26,12.0782470703125,
26,11.773040771484375,
27,11.609683990478516,
27,10.16309642791748,
27,12.33338451385498,
27,11.331504821777344,
28,11.595891952514648,
28,10.880304336547852,
28,22.47101402282715,
28,12.705211639404297,
29,12.066488265991211,
29,12.99836254119873,
29,11.855277061462402,
29,11.257352828979492,
30,12.032859802246094,
30,12.782526016235352,
30,13.35362434387207,
30,11.6504487991333,
31,10.610549926757812,
31,10.958374977111816,
31,10.048999786376953,
31,10.994732856750488,
