step,loss,validation_loss
0,11.080297470092773,
0,12.602217674255371,
0,12.314064979553223,
0,12.444707870483398,
1,11.706084251403809,
1,10.905097961425781,
1,12.277750968933105,
1,12.20074462890625,
2,12.590962409973145,
2,12.209342002868652,
2,63.1235466003418,
2,11.653136253356934,
3,13.302275657653809,
3,11.834552764892578,
3,12.532896041870117,
3,11.755454063415527,
4,12.525900840759277,
4,11.178908348083496,
4,15.813047409057617,
4,11.873215675354004,
5,16.315336227416992,
5,12.030067443847656,
5,11.358430862426758,
5,10.085851669311523,
6,12.33745002746582,
6,12.40029239654541,
6,11.906106948852539,
6,12.920675277709961,
7,11.958498001098633,
7,12.225848197937012,
7,11.624686241149902,
7,11.71654987335205,
8,12.134920120239258,
8,12.045475959777832,
8,12.261770248413086,
8,11.18618106842041,
9,13.56404972076416,
9,11.692283630371094,
9,12.290925025939941,
9,12.23878288269043,
10,12.962013244628906,
10,29.372255325317383,
10,12.179910659790039,
10,12.2879638671875,
11,13.255733489990234,
11,12.248395919799805,
11,13.247135162353516,
11,13.08659553527832,
12,10.921106338500977,
12,11.608234405517578,
12,11.254234313964844,
12,13.174479484558105,
13,9.96694278717041,
13,12.545049667358398,
13,10.481144905090332,
13,15.072466850280762,
14,11.762484550476074,
14,11.809789657592773,
14,11.978575706481934,
14,11.474863052368164,
15,12.398432731628418,
15,11.674654960632324,
15,12.908568382263184,
15,12.414969444274902,
16,13.39678955078125,
16,12.345351219177246,
16,12.570321083068848,
16,11.501236915588379,
17,12.989575386047363,
17,10.86433219909668,
17,11.701887130737305,
17,12.103486061096191,
18,12.016054153442383,
18,12.001543045043945,
18,13.005349159240723,
18,11.25606918334961,
19,11.666780471801758,
19,13.009583473205566,
19,11.495940208435059,
19,13.135568618774414,
20,11.303072929382324,
20,12.254913330078125,
20,11.628009796142578,
20,12.860525131225586,
21,12.698399543762207,
21,10.242558479309082,
21,12.001570701599121,
21,10.5833158493042,
22,11.88269329071045,
22,12.633523941040039,
22,12.154789924621582,
22,11.420321464538574,
