step,loss,validation_loss
0,11.111725807189941,
1,13.243904113769531,
2,12.016393661499023,
3,12.524957656860352,
4,12.043158531188965,
5,12.434259414672852,
6,14.311711311340332,
7,11.889445304870605,
8,11.8179292678833,
9,12.8345308303833,
10,12.50240707397461,
11,12.181693077087402,
12,13.70712661743164,
13,11.968474388122559,
14,11.70648193359375,
15,12.483585357666016,
16,14.522932052612305,
17,12.172041893005371,
18,11.292916297912598,
19,11.767900466918945,
20,12.513604164123535,
21,11.945090293884277,
22,12.44311237335205,
23,23.766647338867188,
24,12.468871116638184,
25,11.110321044921875,
26,12.302184104919434,
27,10.503989219665527,
28,12.163992881774902,
29,11.964346885681152,
30,18.407920837402344,
31,11.686904907226562,
32,12.702886581420898,
33,12.914487838745117,
34,10.897786140441895,
35,11.767158508300781,
36,12.365867614746094,
37,11.822869300842285,
38,12.36075496673584,
39,12.555594444274902,
40,11.8652925491333,
41,11.969447135925293,
42,12.587841033935547,
43,12.134407997131348,
44,11.510613441467285,
45,12.909424781799316,
46,11.108716011047363,
47,11.486334800720215,
48,10.617513656616211,
49,11.362805366516113,
50,13.34550666809082,
51,13.236893653869629,
52,11.147956848144531,
53,11.111977577209473,
54,11.819609642028809,
55,18.253034591674805,
56,11.89055347442627,
57,12.646760940551758,
58,12.024698257446289,
59,10.462615013122559,
60,12.814921379089355,
61,12.584982872009277,
62,16.339969635009766,
63,12.473222732543945,
64,11.977269172668457,
65,11.061274528503418,
66,11.066757202148438,
67,11.54782485961914,
68,16.31871795654297,
69,11.002864837646484,
70,10.380319595336914,
71,13.15201473236084,
72,12.929259300231934,
73,12.527139663696289,
74,13.343894004821777,
75,11.778653144836426,
76,11.3930082321167,
77,11.176904678344727,
78,11.507253646850586,
79,18.210491180419922,
80,11.651453018188477,
81,11.206361770629883,
82,11.949674606323242,
83,11.430155754089355,
84,11.974573135375977,
85,9.924421310424805,
86,11.799753189086914,
87,11.262210845947266,
88,9.01122760772705,
89,11.549857139587402,
90,11.19095516204834,
91,10.911154747009277,
92,10.490349769592285,
93,12.937756538391113,
94,13.500983238220215,
95,12.888493537902832,
96,11.705912590026855,
97,12.569985389709473,
98,11.238210678100586,
99,11.309539794921875,
100,10.453259468078613,
101,9.973780632019043,
102,10.217357635498047,
103,12.519991874694824,
104,11.5534029006958,
105,11.72472095489502,
106,11.177977561950684,
107,9.76594066619873,
108,10.47020435333252,
109,11.763017654418945,
110,10.09343147277832,
111,12.833083152770996,
112,10.665101051330566,
113,11.124534606933594,
114,11.358909606933594,
115,11.18017292022705,
116,12.137036323547363,
117,11.771164894104004,
118,10.574539184570312,
119,11.43765926361084,
120,11.914714813232422,
121,9.085593223571777,
122,11.181285858154297,
123,10.497374534606934,
124,11.198966026306152,
125,11.80430793762207,
126,10.973591804504395,
127,9.583660125732422,
128,11.993356704711914,
129,10.64016342163086,
130,10.88064956665039,
131,10.638195991516113,
132,12.720953941345215,
133,11.219255447387695,
134,10.449835777282715,
135,11.332894325256348,
136,8.992963790893555,
137,10.61905288696289,
138,10.478516578674316,
139,10.031811714172363,
140,10.708312034606934,
141,12.18755054473877,
142,10.794925689697266,
143,10.226948738098145,
144,11.62662124633789,
145,10.435996055603027,
146,11.219482421875,
147,10.211543083190918,
148,9.528517723083496,
149,10.306105613708496,
150,11.306597709655762,
151,10.273051261901855,
152,11.826397895812988,
153,10.880592346191406,
154,10.433236122131348,
155,11.639178276062012,
156,10.858449935913086,
157,11.179259300231934,
158,9.746270179748535,
159,10.675082206726074,
160,12.17440414428711,
161,9.399737358093262,
162,11.896190643310547,
163,9.154244422912598,
164,10.401182174682617,
165,11.158220291137695,
166,10.03610610961914,
167,10.533648490905762,
168,10.831672668457031,
169,9.928610801696777,
170,9.534505844116211,
171,12.548449516296387,
172,9.055968284606934,
173,10.076143264770508,
174,9.921630859375,
175,11.052468299865723,
176,11.840372085571289,
177,9.16879940032959,
178,9.26314926147461,
179,10.310220718383789,
180,11.384123802185059,
181,11.630406379699707,
182,10.63655948638916,
183,10.648456573486328,
184,10.726205825805664,
185,12.421470642089844,
186,11.398855209350586,
187,10.761733055114746,
188,11.110318183898926,
189,9.783599853515625,
190,10.568955421447754,
191,10.305909156799316,
192,10.539288520812988,
193,10.521219253540039,
194,11.271158218383789,
195,9.358236312866211,
196,11.183821678161621,
197,9.7353515625,
198,9.843719482421875,
199,9.85303783416748,
200,11.018733978271484,
201,8.939705848693848,
202,9.353633880615234,
203,10.075800895690918,
204,9.363607406616211,
205,10.482160568237305,
206,9.114072799682617,
207,10.320244789123535,
208,8.485520362854004,
209,10.149017333984375,
210,9.366436958312988,
211,9.488317489624023,
212,9.656798362731934,
213,8.110672950744629,
214,9.679655075073242,
215,10.348111152648926,
216,9.542818069458008,
217,10.631009101867676,
218,9.405866622924805,
219,11.114250183105469,
220,10.114420890808105,
221,8.765615463256836,
222,8.557538986206055,
223,8.861695289611816,
224,9.108297348022461,
225,9.796586036682129,
226,10.130340576171875,
227,8.97702407836914,
228,11.316548347473145,
229,10.519478797912598,
230,8.426501274108887,
231,10.85566234588623,
232,8.400527000427246,
233,8.767032623291016,
234,8.553905487060547,
235,9.756759643554688,
236,8.415847778320312,
237,8.690194129943848,
238,10.289337158203125,
239,10.482305526733398,
240,9.455025672912598,
241,7.950691223144531,
242,10.397004127502441,
243,9.911083221435547,
244,10.34853458404541,
245,9.728510856628418,
246,9.254651069641113,
247,10.217768669128418,
248,8.915474891662598,
249,10.080000877380371,
250,9.276690483093262,
251,8.97238540649414,
252,8.47642707824707,
253,9.077317237854004,
254,8.320564270019531,
255,9.3147611618042,
256,8.058910369873047,
257,8.54357624053955,
258,8.083870887756348,
259,9.136470794677734,
260,10.743507385253906,
261,9.20523738861084,
262,10.02578353881836,
263,9.480998992919922,
264,8.286177635192871,
265,9.340065002441406,
266,10.482244491577148,
267,9.251486778259277,
268,10.094221115112305,
269,8.98193073272705,
270,8.341784477233887,
271,9.468655586242676,
272,11.27656364440918,
273,10.032068252563477,
274,8.886849403381348,
275,8.74573802947998,
276,8.745194435119629,
277,8.684534072875977,
278,9.80054759979248,
279,8.774774551391602,
280,10.099853515625,
281,9.792943954467773,
282,9.225262641906738,
283,9.37082290649414,
284,9.023386001586914,
285,10.123665809631348,
286,9.353898048400879,
287,7.633894920349121,
288,8.956399917602539,
289,8.501402854919434,
290,9.322672843933105,
291,8.748307228088379,
292,9.276658058166504,
293,11.696881294250488,
294,9.638446807861328,
295,7.8476033210754395,
296,9.440367698669434,
297,7.9831438064575195,
298,7.866391181945801,
299,9.351469039916992,
300,8.607007026672363,
301,9.57178783416748,
302,9.801836013793945,
303,8.356504440307617,
304,6.732490539550781,
305,9.923141479492188,
306,9.289495468139648,
307,8.725504875183105,
308,9.91627311706543,
309,9.295805931091309,
310,8.279821395874023,
311,11.07154369354248,
312,8.62761116027832,
313,8.079964637756348,
314,6.985485553741455,
315,9.265228271484375,
316,9.071197509765625,
317,9.31923770904541,
318,9.46812915802002,
319,8.964067459106445,
320,9.166092872619629,
321,8.846397399902344,
322,9.016765594482422,
323,8.721442222595215,
324,8.666658401489258,
325,8.0747652053833,
326,9.385220527648926,
327,7.595514297485352,
328,7.909492492675781,
329,8.959549903869629,
330,10.01013469696045,
331,10.243875503540039,
332,8.528722763061523,
333,9.731560707092285,
334,9.827203750610352,
335,8.408852577209473,
336,8.360906600952148,
337,8.78665542602539,
338,8.43526554107666,
339,12.098740577697754,
340,7.886733055114746,
341,7.866455554962158,
342,8.546805381774902,
343,8.790390968322754,
344,8.041144371032715,
345,9.099125862121582,
346,8.649168968200684,
347,8.315924644470215,
348,8.381394386291504,
349,9.773293495178223,
350,9.729175567626953,
351,9.061675071716309,
352,9.205097198486328,
353,8.28036880493164,
354,7.077770233154297,
355,9.249635696411133,
356,7.114163875579834,
357,9.17654800415039,
358,8.6029691696167,
359,8.269427299499512,
360,7.7233123779296875,
361,7.430850505828857,
362,8.918601989746094,
363,8.447885513305664,
364,8.260132789611816,
365,8.113731384277344,
366,8.079197883605957,
367,8.11274242401123,
368,9.181455612182617,
369,8.42985725402832,
370,8.581767082214355,
371,8.306815147399902,
372,8.882105827331543,
373,7.933631420135498,
374,7.909082412719727,
375,8.631102561950684,
376,6.825157165527344,
377,8.17951488494873,
378,7.624025344848633,
379,7.595602989196777,
380,8.969121932983398,
381,9.680608749389648,
382,10.503753662109375,
383,7.353460788726807,
384,8.351395606994629,
385,7.837363243103027,
386,8.236838340759277,
387,6.893348693847656,
388,7.9343085289001465,
389,8.428815841674805,
390,9.046061515808105,
391,8.30547046661377,
392,8.12428092956543,
393,7.956228256225586,
394,7.874785423278809,
395,8.476790428161621,
396,8.065881729125977,
397,7.801947116851807,
398,7.0356669425964355,
399,7.137936115264893,
400,7.382430076599121,
401,7.641194820404053,
402,8.275113105773926,
403,7.928378105163574,
404,7.857913494110107,
405,7.97804594039917,
406,6.97877836227417,
407,8.23125171661377,
408,8.743800163269043,
409,8.306242942810059,
410,10.09003734588623,
411,8.354555130004883,
412,8.873902320861816,
413,7.847009181976318,
414,7.264033794403076,
415,7.698939800262451,
416,8.31988525390625,
417,7.558592319488525,
418,8.039164543151855,
419,7.301027774810791,
420,9.309996604919434,
421,8.074880599975586,
422,6.638279914855957,
423,8.46131420135498,
424,7.890506267547607,
425,7.3360209465026855,
426,7.732000350952148,
427,6.986161708831787,
428,6.317811489105225,
429,7.956981182098389,
430,7.851401329040527,
431,7.931685447692871,
432,8.250307083129883,
433,6.365569591522217,
434,8.734480857849121,
435,7.921696186065674,
436,9.406049728393555,
437,8.261984825134277,
438,7.801459312438965,
439,6.366605281829834,
440,8.463953018188477,
441,11.978558540344238,
442,7.241355895996094,
443,7.96688985824585,
444,8.147042274475098,
445,8.120525360107422,
446,7.316007614135742,
447,7.652131080627441,
448,7.5631890296936035,
449,8.733774185180664,
450,7.819546699523926,
451,8.358509063720703,
452,8.049361228942871,
453,7.477034568786621,
454,8.694418907165527,
455,7.679545879364014,
456,6.727057456970215,
457,8.258109092712402,
458,6.571463108062744,
459,9.265181541442871,
460,7.959630012512207,
461,8.809687614440918,
462,8.034317970275879,
463,9.111335754394531,
464,7.907818794250488,
465,6.366112232208252,
466,8.446928977966309,
467,8.859402656555176,
468,7.934590816497803,
469,7.631979942321777,
470,9.382837295532227,
471,7.657494068145752,
472,7.057915210723877,
473,8.141605377197266,
474,6.964909553527832,
475,8.538036346435547,
476,6.934912204742432,
477,6.558340549468994,
478,8.120965003967285,
479,8.37429428100586,
480,6.973459243774414,
481,7.689476490020752,
482,7.858756065368652,
483,7.241107940673828,
484,8.792257308959961,
485,8.03976058959961,
486,7.354308605194092,
487,8.887027740478516,
488,8.766927719116211,
489,9.024206161499023,
490,6.299105644226074,
491,6.3097405433654785,
492,8.434672355651855,
493,7.963082313537598,
494,8.284965515136719,
495,7.380144119262695,
496,8.209112167358398,
497,6.986357688903809,
498,8.515549659729004,
499,7.201557159423828,
500,7.13062858581543,
501,8.09872055053711,
502,8.761409759521484,
503,6.616372108459473,
504,8.176163673400879,
505,7.771926403045654,
506,7.734491348266602,
507,7.998220443725586,
508,7.738372802734375,
509,8.241597175598145,
510,8.918270111083984,
511,6.77186918258667,
512,7.243427276611328,
513,7.145732402801514,
514,7.725897789001465,
515,7.917025566101074,
516,8.662243843078613,
517,7.13602876663208,
518,7.190653324127197,
519,7.300667762756348,
520,7.369582653045654,
521,8.244224548339844,
522,7.870123386383057,
523,8.35583209991455,
524,7.588839054107666,
525,7.083045482635498,
526,7.160036563873291,
527,7.558352947235107,
528,7.837279796600342,
529,8.573434829711914,
530,7.385232925415039,
531,8.93227481842041,
532,8.903108596801758,
533,8.694533348083496,
534,12.607704162597656,
535,7.098885536193848,
536,7.145205974578857,
537,7.424733638763428,
538,9.446101188659668,
539,8.077714920043945,
540,8.232004165649414,
541,8.675039291381836,
542,8.267992973327637,
543,7.682991981506348,
544,7.752343654632568,
545,7.010008811950684,
546,7.402151584625244,
547,8.647198677062988,
548,7.286717891693115,
549,8.617945671081543,
550,6.48945426940918,
551,7.536012172698975,
552,7.655765533447266,
553,8.01198673248291,
554,8.47567367553711,
555,7.649114608764648,
556,8.006077766418457,
557,7.4127960205078125,
558,7.562286853790283,
559,6.267316818237305,
560,8.27786636352539,
561,7.505637168884277,
